AssessmentRecordID,ReviewID,UserID,RiskID,SystemID,ConflictDetectedDate
ASMT_0018040,REV_2024,U00362,RISK_055,SYS03,18 October 2024
ASMT_0018041,REV_2022,U00461,RISK_083,SYS02,15 October 2022
ASMT_0018042,REV_2023,U00721,RISK_049,SYS04,20 October 2023
ASMT_0018043,REV_2024,U01298 ,RISK_089,SYS02,18 October 2024
ASMT_0018044,REV_2024,U00186,RISK_007,SYS04,18 October 2024
ASMT_0018045,REV_2023,U00870,RISK_120,SYS02,20 October 2023
ASMT_0018046,REV_2024,U00870,RISK_120,SYS02,18 October 2024
ASMT_0018047,REV_2026,U00870,RISK_120,SYS02,17 October 2026
ASMT_0018048,REV_2026,U00140,RISK_094,SYS02,17 October 2026
ASMT_0018049,REV_2023,U01629,RISK_025,SYS04,20 October 2023
ASMT_0018050,REV_2022,U00669,RISK_091,SYS02,15 October 2022
ASMT_0018051,REV_2023,U00669,RISK_091,SYS02,20 October 2023
ASMT_0018052,REV_2024,U00669,RISK_091,SYS02,18 October 2024
ASMT_0018053,REV_2025,U00669,RISK_091,SYS02,22 October 2025
ASMT_0018054,REV_2026,U00669,RISK_091,SYS02,17 October 2026
ASMT_0018055,REV_2022,U01674,RISK_004,SYS02,15 October 2022
ASMT_0018056,REV_2026,U01674,RISK_004,SYS02,17 October 2026
ASMT_0018057,REV_2022,U00153,RISK_011,SYS01,15 October 2022
ASMT_0018058,REV_2023,U00153,RISK_011,SYS01,20 October 2023
ASMT_0018059,REV_2024,U00153,RISK_011,SYS01,18 October 2024
ASMT_0018060,REV_2026,U00153,RISK_011,SYS01,17 October 2026
ASMT_0018061,REV_2024,U01582,RISK_016,SYS01,18 October 2024
ASMT_0018062,REV_2022,U00965,RISK_110,SYS01,15 October 2022
ASMT_0018063,REV_2023,U00965,RISK_110,SYS01,20 October 2023
ASMT_0018064,REV_2024,U00965,RISK_110,SYS01,18 October 2024
ASMT_0018065,REV_2025,U00965,RISK_110,SYS01,22 October 2025
ASMT_0018066,REV_2026,U00965,RISK_110,SYS01,17 October 2026
ASMT_0018067,REV_2023,U00161,RISK_048,SYS03,20 October 2023
ASMT_0018068,REV_2022,U01114,RISK_108,SYS03,15 October 2022
ASMT_0018069,REV_2024,U01114,RISK_108,SYS03,18 October 2024
ASMT_0018070,REV_2026,U01114,RISK_108,SYS03,17 October 2026
ASMT_0018071,REV_2022,U01745,RISK_116,SYS02,15 October 2022
ASMT_0018072,REV_2024,U00403,RISK_085,SYS02,18 October 2024
ASMT_0018073,REV_2022,U00211,RISK_036,SYS02,15 October 2022
ASMT_0018074,REV_2023,U00211,RISK_036,SYS02,20 October 2023
ASMT_0018075,REV_2024,U00211,RISK_036,SYS02,18 October 2024
ASMT_0018076,REV_2026,U00131,RISK_094,SYS02,17 October 2026
ASMT_0018077,REV_2022,U01266,RISK_087,SYS02,15 October 2022
ASMT_0018078,REV_2024,U01266,RISK_087,SYS02,18 October 2024
ASMT_0018079,REV_2024,U00329,RISK_089,SYS01,18 October 2024
ASMT_0018080,REV_2022,U00866,RISK_040,SYS02,15 October 2022
ASMT_0018081,REV_2023,U00866,RISK_040,SYS02,20 October 2023
ASMT_0018082,REV_2024,U00866,RISK_040,SYS02,18 October 2024
ASMT_0018083,REV_2025,U00866,RISK_040,SYS02,22 October 2025
ASMT_0018084,REV_2026,U00866,RISK_040,SYS02,17 October 2026
ASMT_0018085,REV_2023,U01611,RISK_002,SYS04,20 October 2023
ASMT_0018086,REV_2024,U01244,RISK_033,SYS01,18 October 2024
ASMT_0018087,REV_2024,U01519,RISK_075,SYS01,18 October 2024
ASMT_0018088,REV_2025,U01519,RISK_075,SYS01,22 October 2025
ASMT_0018089,REV_2022,U01245,RISK_072,SYS01,15 October 2022
ASMT_0018090,REV_2024,U01245,RISK_072,SYS01,18 October 2024
ASMT_0018091,REV_2026,U01245,RISK_072,SYS01,17 October 2026
ASMT_0018092,REV_2024,U01790,RISK_016,SYS03,18 October 2024
ASMT_0018093,REV_2022,U01017,RISK_043,SYS02,15 October 2022
ASMT_0018094,REV_2024,U00726,RISK_029,SYS02,18 October 2024
ASMT_0018095,REV_2022,U01610,RISK_044,SYS01,15 October 2022
ASMT_0018096,REV_2023,U01610,RISK_044,SYS01,20 October 2023
ASMT_0018097,REV_2024,U00488,RISK_087,SYS02,18 October 2024
ASMT_0018098,REV_2022,U00387,RISK_104,SYS03,15 October 2022
ASMT_0018099,REV_2025,U01320,RISK_063,SYS01,22 October 2025
ASMT_0018100,REV_2026,U01320,RISK_063,SYS01,17 October 2026
ASMT_0018101,REV_2022,U00799,RISK_084,SYS02,15 October 2022
ASMT_0018102,REV_2024,U00799,RISK_084,SYS02,18 October 2024
ASMT_0018103,REV_2022,U01719,RISK_108,SYS02,15 October 2022
ASMT_0018104,REV_2023,U01719,RISK_108,SYS02,20 October 2023
ASMT_0018105,REV_2024,U01719,RISK_108,SYS02,18 October 2024
ASMT_0018106,REV_2025,U01719,RISK_108,SYS02,22 October 2025
ASMT_0018107,REV_2026,U01719,RISK_108,SYS02,17 October 2026
ASMT_0018108,REV_2022,U00113,RISK_008,SYS03,15 October 2022
ASMT_0018109,REV_2024,U00113,RISK_008,SYS03,18 October 2024
ASMT_0018110,REV_2025,U00113,RISK_008,SYS03,22 October 2025
ASMT_0018111,REV_2022,U00011,RISK_089,SYS01,15 October 2022
ASMT_0018112,REV_2023,U00173,RISK_081,SYS02,20 October 2023
ASMT_0018113,REV_2022,U01683,RISK_066,SYS04,15 October 2022
ASMT_0018114,REV_2023,U01683,RISK_066,SYS04,20 October 2023
ASMT_0018115,REV_2022,U00132,RISK_026,SYS01,15 October 2022
ASMT_0018116,REV_2025,U00132,RISK_026,SYS01,22 October 2025
ASMT_0018117,REV_2022,U01719,RISK_029,SYS04,15 October 2022
ASMT_0018118,REV_2023,U01732,RISK_026,SYS02,20 October 2023
ASMT_0018119,REV_2023,U00770,RISK_095,SYS03,20 October 2023
ASMT_0018120,REV_2024,U00770,RISK_095,SYS03,18 October 2024
ASMT_0018121,REV_2022,U01006,RISK_001,SYS01,15 October 2022
ASMT_0018122,REV_2024,U01006,RISK_001,SYS01,18 October 2024
ASMT_0018123,REV_2022,U01523,RISK_116,SYS02,15 October 2022
ASMT_0018124,REV_2023,U01523,RISK_116,SYS02,20 October 2023
ASMT_0018125,REV_2022,U00607,RISK_004,SYS01,15 October 2022
ASMT_0018126,REV_2022,U00044,RISK_098,SYS04,15 October 2022
ASMT_0018127,REV_2023,U00044,RISK_098,SYS04,20 October 2023
ASMT_0018128,REV_2022,U01070,RISK_066,SYS01,15 October 2022
ASMT_0018129,REV_2023,U01070,RISK_066,SYS01,20 October 2023
ASMT_0018130,REV_2023,U00405,RISK_089,SYS01,20 October 2023
ASMT_0018131,REV_2024,U00583,RISK_105,SYS01,18 October 2024
ASMT_0018132,REV_2026,U00583,RISK_105,SYS01,17 October 2026
ASMT_0018133,REV_2022,U00414,RISK_021,SYS01,15 October 2022
ASMT_0018134,REV_2023,U00414,RISK_021,SYS01,20 October 2023
ASMT_0018135,REV_2024,U00414,RISK_021,SYS01,18 October 2024
ASMT_0018136,REV_2025,U00414,RISK_021,SYS01,22 October 2025
ASMT_0018137,REV_2026,U00414,RISK_021,SYS01,17 October 2026
ASMT_0018138,REV_2026,U00536,RISK_003,SYS01,17 October 2026
ASMT_0018139,REV_2025,U01269,RISK_084,SYS02,22 October 2025
ASMT_0018140,REV_2022,U00183,RISK_081,SYS01,15 October 2022
ASMT_0018141,REV_2023,U00183,RISK_081,SYS01,20 October 2023
ASMT_0018142,REV_2024,U00183,RISK_081,SYS01,18 October 2024
ASMT_0018143,REV_2025,U00183,RISK_081,SYS01,22 October 2025
ASMT_0018144,REV_2026,U00183,RISK_081,SYS01,17 October 2026
ASMT_0018145,REV_2024,U00352,RISK_045,SYS02,18 October 2024
ASMT_0018146,REV_2025,U00352,RISK_045,SYS02,22 October 2025
ASMT_0018147,REV_2025,U00112,RISK_073,SYS01,22 October 2025
ASMT_0018148,REV_2026,U00112,RISK_073,SYS01,17 October 2026
ASMT_0018149,REV_2023,U00801,RISK_097,SYS01,20 October 2023
ASMT_0018150,REV_2024,U01666,RISK_006,SYS01,18 October 2024
ASMT_0018151,REV_2022,U01353,RISK_079,SYS01,15 October 2022
ASMT_0018152,REV_2022,U01718,RISK_001,SYS02,15 October 2022
ASMT_0018153,REV_2024,U01718,RISK_001,SYS02,18 October 2024
ASMT_0018154,REV_2026,U01718,RISK_001,SYS02,17 October 2026
ASMT_0018155,REV_2022,U00350,RISK_051,SYS01,15 October 2022
ASMT_0018156,REV_2023,U00350,RISK_051,SYS01,20 October 2023
ASMT_0018157,REV_2024,U00350,RISK_051,SYS01,18 October 2024
ASMT_0018158,REV_2025,U00350,RISK_051,SYS01,22 October 2025
ASMT_0018159,REV_2026,U00350,RISK_051,SYS01,17 October 2026
ASMT_0018160,REV_2022,U00778,RISK_076,SYS02,15 October 2022
ASMT_0018161,REV_2023,U00778,RISK_076,SYS02,20 October 2023
ASMT_0018162,REV_2022,U01747,RISK_016,SYS01,15 October 2022
ASMT_0018163,REV_2026,U01747,RISK_016,SYS01,17 October 2026
ASMT_0018164,REV_2023,U00035,RISK_051,SYS04,20 October 2023
ASMT_0018165,REV_2024,U00035,RISK_051,SYS04,18 October 2024
ASMT_0018166,REV_2025,U00035,RISK_051,SYS04,22 October 2025
ASMT_0018167,REV_2024,U00620,RISK_094,SYS01,18 October 2024
ASMT_0018168,REV_2022,U00323,RISK_116,SYS02,15 October 2022
ASMT_0018169,REV_2025,U00323,RISK_116,SYS02,22 October 2025
ASMT_0018170,REV_2022,U01312,RISK_044,SYS04,15 October 2022
ASMT_0018171,REV_2024,U00088,RISK_093,SYS02,18 October 2024
ASMT_0018172,REV_2025,U01639,RISK_067,SYS04,22 October 2025
ASMT_0018173,REV_2026,U01639,RISK_067,SYS04,17 October 2026
ASMT_0018174,REV_2023,U01293,RISK_050,SYS04,20 October 2023
ASMT_0018175,REV_2024,U01293,RISK_050,SYS04,18 October 2024
ASMT_0018176,REV_2022,U00357,RISK_013,SYS01,15 October 2022
ASMT_0018177,REV_2022,U00484,RISK_081,SYS01,15 October 2022
ASMT_0018178,REV_2025,U00484,RISK_081,SYS01,22 October 2025
ASMT_0018179,REV_2026,U00484,RISK_081,SYS01,17 October 2026
ASMT_0018180,REV_2023,U01660,RISK_101,SYS03,20 October 2023
ASMT_0018181,REV_2026,U01660,RISK_101,SYS03,17 October 2026
ASMT_0018182,REV_2022,U00965,RISK_060,SYS03,15 October 2022
ASMT_0018183,REV_2023,U00030,RISK_007,SYS02,20 October 2023
ASMT_0018184,REV_2023,U00324,RISK_064,SYS01,20 October 2023
ASMT_0018185,REV_2026,U00324,RISK_064,SYS01,17 October 2026
ASMT_0018186,REV_2023,U00828,RISK_004,SYS02,20 October 2023
ASMT_0018187,REV_2024,U00828,RISK_004,SYS02,18 October 2024
ASMT_0018188,REV_2026,U00828,RISK_004,SYS02,17 October 2026
ASMT_0018189,REV_2022,U01018,RISK_061,SYS02,15 October 2022
ASMT_0018190,REV_2022,U01189,RISK_026,SYS01,15 October 2022
ASMT_0018191,REV_2023,U00546,RISK_116,SYS03,20 October 2023
ASMT_0018192,REV_2024,U00546,RISK_116,SYS03,18 October 2024
ASMT_0018193,REV_2023,U00339,RISK_076,SYS01,20 October 2023
ASMT_0018194,REV_2024,U00339,RISK_076,SYS01,18 October 2024
ASMT_0018195,REV_2025,U00339,RISK_076,SYS01,22 October 2025
ASMT_0018196,REV_2026,U00339,RISK_076,SYS01,17 October 2026
ASMT_0018197,REV_2024,U00467,RISK_109,SYS04,18 October 2024
ASMT_0018198,REV_2023,U00863,RISK_089,SYS03,20 October 2023
ASMT_0018199,REV_2023,U01665,RISK_059,SYS01,20 October 2023
ASMT_0018200,REV_2026,U01665,RISK_059,SYS01,17 October 2026
ASMT_0018201,REV_2023,U01667,RISK_120,SYS01,20 October 2023
ASMT_0018202,REV_2024,U01667,RISK_120,SYS01,18 October 2024
ASMT_0018203,REV_2022,U01593,RISK_056,SYS01,15 October 2022
ASMT_0018204,REV_2023,U01593,RISK_056,SYS01,20 October 2023
ASMT_0018205,REV_2024,U01593,RISK_056,SYS01,18 October 2024
ASMT_0018206,REV_2026,U01593,RISK_056,SYS01,17 October 2026
ASMT_0018207,REV_2022,U01696,RISK_086,SYS03,15 October 2022
ASMT_0018208,REV_2023,U01526,RISK_076,SYS01,20 October 2023
ASMT_0018209,REV_2023,U00222,RISK_030,SYS01,20 October 2023
ASMT_0018210,REV_2024,U00222,RISK_030,SYS01,18 October 2024
ASMT_0018211,REV_2025,U00222,RISK_030,SYS01,22 October 2025
ASMT_0018212,REV_2022,U00229,RISK_110,SYS01,15 October 2022
ASMT_0018213,REV_2023,U00229,RISK_110,SYS01,20 October 2023
ASMT_0018214,REV_2026,U00229,RISK_110,SYS01,17 October 2026
ASMT_0018215,REV_2023,U01571,RISK_109,SYS01,20 October 2023
ASMT_0018216,REV_2022,U01130,RISK_111,SYS02,15 October 2022
ASMT_0018217,REV_2023,U01130,RISK_111,SYS02,20 October 2023
ASMT_0018218,REV_2024,U01130,RISK_111,SYS02,18 October 2024
ASMT_0018219,REV_2025,U01130,RISK_111,SYS02,22 October 2025
ASMT_0018220,REV_2026,U01130 ,RISK_111,SYS02,17 October 2026
ASMT_0018221,REV_2025,U01700,RISK_099,SYS02,22 October 2025
ASMT_0018222,REV_2026,U01199,RISK_096,SYS03,17 October 2026
ASMT_0018223,REV_2022,U01052,RISK_024,SYS04,15 October 2022
ASMT_0018224,REV_2026,U01052,RISK_024,SYS04,17 October 2026
ASMT_0018225,REV_2022,U01517,RISK_080,SYS01,15 October 2022
ASMT_0018226,REV_2023,U01517,RISK_080,SYS01,20 October 2023
ASMT_0018227,REV_2025,U01517 ,RISK_080,SYS01,22 October 2025
ASMT_0018228,REV_2024,U00515,RISK_038,SYS02,18 October 2024
ASMT_0018229,REV_2023,U00704,RISK_112,SYS03,20 October 2023
ASMT_0018230,REV_2026,U01155,RISK_035,SYS02,17 October 2026
ASMT_0018231,REV_2023,U01782,RISK_001,SYS01,20 October 2023
ASMT_0018232,REV_2025,U01782,RISK_001,SYS01,22 October 2025
ASMT_0018233,REV_2026,U01782,RISK_001,SYS01,17 October 2026
ASMT_0018234,REV_2022,U01214,RISK_101,SYS01,15 October 2022
ASMT_0018235,REV_2025,U01214,RISK_101,SYS01,22 October 2025
ASMT_0018236,REV_2026,U01214,RISK_101,SYS01,17 October 2026
ASMT_0018237,REV_2023,U01215,RISK_045,SYS01,20 October 2023
ASMT_0018238,REV_2024,U00943,RISK_005,SYS01,18 October 2024
ASMT_0018239,REV_2025,U00943,RISK_005,SYS01,22 October 2025
ASMT_0018240,REV_2022,U00321,RISK_004,SYS02,15 October 2022
ASMT_0018241,REV_2023,U00321,RISK_004,SYS02,20 October 2023
ASMT_0018242,REV_2024,U01112,RISK_103,SYS01,18 October 2024
ASMT_0018243,REV_2024,U00770,RISK_106,SYS02,18 October 2024
ASMT_0018244,REV_2022,U00769,RISK_021,SYS01,15 October 2022
ASMT_0018245,REV_2023,U00002,RISK_022,SYS03,20 October 2023
ASMT_0018246,REV_2026,U00910,RISK_087,SYS01,17 October 2026
ASMT_0018247,REV_2024,U01186,RISK_003,SYS01,18 October 2024
ASMT_0018248,REV_2022,U00755,RISK_078,SYS01,15 October 2022
ASMT_0018249,REV_2026,U00755,RISK_078,SYS01,17 October 2026
ASMT_0018250,REV_2023,U00991,RISK_062,SYS02,20 October 2023
ASMT_0018251,REV_2024,U00136,RISK_085,SYS01,18 October 2024
ASMT_0018252,REV_2022,U00129,RISK_049,SYS02,15 October 2022
ASMT_0018253,REV_2024,U01613,RISK_108,SYS02,18 October 2024
ASMT_0018254,REV_2026,U01613,RISK_108,SYS02,17 October 2026
ASMT_0018255,REV_2023,U00203,RISK_043,SYS01,20 October 2023
ASMT_0018256,REV_2022,U00544,RISK_088,SYS02,15 October 2022
ASMT_0018257,REV_2024,U00544,RISK_088,SYS02,18 October 2024
ASMT_0018258,REV_2022,U00465,RISK_087,SYS02,15 October 2022
ASMT_0018259,REV_2023,U00465,RISK_087,SYS02,20 October 2023
ASMT_0018260,REV_2025,U01371,RISK_106,SYS04,22 October 2025
ASMT_0018261,REV_2022,U00534,RISK_035,SYS01,15 October 2022
ASMT_0018262,REV_2025,U00534,RISK_035,SYS01,22 October 2025
ASMT_0018263,REV_2023,U00996,RISK_107,SYS03,20 October 2023
ASMT_0018264,REV_2025,U00140,RISK_115,SYS02,22 October 2025
ASMT_0018265,REV_2026,U00140,RISK_115,SYS02,17 October 2026
ASMT_0018266,REV_2022,U00648,RISK_116,SYS01,15 October 2022
ASMT_0018267,REV_2023,U00648,RISK_116,SYS01,20 October 2023
ASMT_0018268,REV_2025,U00648,RISK_116,SYS01,22 October 2025
ASMT_0018269,REV_2026,U00648,RISK_116,SYS01,17 October 2026
ASMT_0018270,REV_2023,U01016,RISK_073,SYS02,20 October 2023
ASMT_0018271,REV_2024,U00504,RISK_011,SYS01,18 October 2024
ASMT_0018272,REV_2022,U00632,RISK_016,SYS01,15 October 2022
ASMT_0018273,REV_2023,U00632,RISK_016,SYS01,20 October 2023
ASMT_0018274,REV_2023,U00613,RISK_108,SYS04,20 October 2023
ASMT_0018275,REV_2025,U00613,RISK_108,SYS04,22 October 2025
ASMT_0018276,REV_2026,U00613,RISK_108,SYS04,17 October 2026
ASMT_0018277,REV_2022,U01142,RISK_109,SYS04,15 October 2022
ASMT_0018278,REV_2023,U00993,RISK_099,SYS04,20 October 2023
ASMT_0018279,REV_2024,U00993,RISK_099,SYS04,18 October 2024
ASMT_0018280,REV_2025,U00993,RISK_099,SYS04,22 October 2025
ASMT_0018281,REV_2023,U00033,RISK_028,SYS01,20 October 2023
ASMT_0018282,REV_2025,U00033,RISK_028,SYS01,22 October 2025
ASMT_0018283,REV_2022,U00076,RISK_102,SYS02,15 October 2022
ASMT_0018284,REV_2022,U00570,RISK_087,SYS02,15 October 2022
ASMT_0018285,REV_2022,U00235,RISK_038,SYS01,15 October 2022
ASMT_0018286,REV_2025,U00235,RISK_038,SYS01,22 October 2025
ASMT_0018287,REV_2024,U00686,RISK_093,SYS02,18 October 2024
ASMT_0018288,REV_2022,U01667,RISK_048,SYS02,15 October 2022
ASMT_0018289,REV_2023,U01667,RISK_048,SYS02,20 October 2023
ASMT_0018290,REV_2024,U01667,RISK_048,SYS02,18 October 2024
ASMT_0018291,REV_2022,U00319,RISK_053,SYS02,15 October 2022
ASMT_0018292,REV_2025,U01677,RISK_091,SYS02,22 October 2025
ASMT_0018293,REV_2026,U01677,RISK_091,SYS02,17 October 2026
ASMT_0018294,REV_2022,U00660,RISK_116,SYS02,15 October 2022
ASMT_0018295,REV_2023,U00660,RISK_116,SYS02,20 October 2023
ASMT_0018296,REV_2026,U00660,RISK_116,SYS02,17 October 2026
ASMT_0018297,REV_2023,U01243,RISK_114,SYS03,20 October 2023
ASMT_0018298,REV_2023,U00211,RISK_103,SYS03,20 October 2023
ASMT_0018299,REV_2024,U00962,RISK_074,SYS02,18 October 2024
ASMT_0018300,REV_2024,U00156,RISK_067,SYS01,18 October 2024
ASMT_0018301,REV_2024,U00884,RISK_023,SYS01,18 October 2024
ASMT_0018302,REV_2025,U00799,RISK_063,SYS01,22 October 2025
ASMT_0018303,REV_2025,U00448,RISK_004,SYS02,22 October 2025
ASMT_0018304,REV_2022,U01443,RISK_103,SYS01,15 October 2022
ASMT_0018305,REV_2022,U01682,RISK_106,SYS01,15 October 2022
ASMT_0018306,REV_2023,U00781,RISK_049,SYS01,20 October 2023
ASMT_0018307,REV_2026,U00952,RISK_002,SYS03,17 October 2026
ASMT_0018308,REV_2022,U01658,RISK_076,SYS01,15 October 2022
ASMT_0018309,REV_2023,U01658,RISK_076,SYS01,20 October 2023
ASMT_0018310,REV_2024,U01658,RISK_076,SYS01,18 October 2024
ASMT_0018311,REV_2025,U01658,RISK_076,SYS01,22 October 2025
ASMT_0018312,REV_2022,U00011,RISK_105,SYS02,15 October 2022
ASMT_0018313,REV_2024,U00011,RISK_105,SYS02,18 October 2024
ASMT_0018314,REV_2023,U00523,RISK_041,SYS02,20 October 2023
ASMT_0018315,REV_2026,U00523,RISK_041,SYS02,17 October 2026
ASMT_0018316,REV_2025,U00137,RISK_029,SYS03,22 October 2025
ASMT_0018317,REV_2023,U00620,RISK_056,SYS01,20 October 2023
ASMT_0018318,REV_2024,U00620,RISK_056,SYS01,18 October 2024
ASMT_0018319,REV_2024,U01048,RISK_032,SYS01,18 October 2024
ASMT_0018320,REV_2025,U01048,RISK_032,SYS01,22 October 2025
ASMT_0018321,REV_2026,U01048,RISK_032,SYS01,17 October 2026
ASMT_0018322,REV_2023,U01302,RISK_109,SYS01,20 October 2023
ASMT_0018323,REV_2025,U01302,RISK_109,SYS01,22 October 2025
ASMT_0018324,REV_2022,U01087,RISK_036,SYS01,15 October 2022
ASMT_0018325,REV_2026,U01087,RISK_036,SYS01,17 October 2026
ASMT_0018326,REV_2022,U01791,RISK_052,SYS02,15 October 2022
ASMT_0018327,REV_2024,U01791,RISK_052,SYS02,18 October 2024
ASMT_0018328,REV_2026,U01791,RISK_052,SYS02,17 October 2026
ASMT_0018329,REV_2022,U00661,RISK_116,SYS03,15 October 2022
ASMT_0018330,REV_2024,U00661,RISK_116,SYS03,18 October 2024
ASMT_0018331,REV_2025,U01672,RISK_007,SYS04,22 October 2025
ASMT_0018332,REV_2022,U00684,RISK_101,SYS01,15 October 2022
ASMT_0018333,REV_2023,U00684,RISK_101,SYS01,20 October 2023
ASMT_0018334,REV_2024,U00684,RISK_101 ,SYS01,18 October 2024
ASMT_0018335,REV_2025,U00684,RISK_101,SYS01,22 October 2025
ASMT_0018336,REV_2026,U00684,RISK_101,SYS01,17 October 2026
ASMT_0018337,REV_2022,U01355,RISK_114,SYS03,15 October 2022
ASMT_0018338,REV_2024,U01355,RISK_114,SYS03,18 October 2024
ASMT_0018339,REV_2025,U01355,RISK_114,SYS03,22 October 2025
ASMT_0018340,REV_2024,U00186,RISK_094,SYS02,18 October 2024
ASMT_0018341,REV_2022,U00182,RISK_023,SYS03,15 October 2022
ASMT_0018342,REV_2026,U00182,RISK_023,SYS03,17 October 2026
ASMT_0018343,REV_2022,U00936,RISK_060,SYS04,15 October 2022
ASMT_0018344,REV_2023,U00936,RISK_060,SYS04,20 October 2023
ASMT_0018345,REV_2024,U00936,RISK_060,SYS04,18 October 2024
ASMT_0018346,REV_2025,U00936,RISK_060,SYS04,22 October 2025
ASMT_0018347,REV_2026,U00936,RISK_060,SYS04,17 October 2026
ASMT_0018348,REV_2026,U01422,RISK_016,SYS01,17 October 2026
ASMT_0018349,REV_2022,U01603,RISK_053,SYS03,15 October 2022
ASMT_0018350,REV_2023,U00529,RISK_085,SYS02,20 October 2023
ASMT_0018351,REV_2022,U00454,RISK_036,SYS02,15 October 2022
ASMT_0018352,REV_2022,U00235,RISK_063,SYS03,15 October 2022
ASMT_0018353,REV_2023,U01536,RISK_076,SYS02,20 October 2023
ASMT_0018354,REV_2024,U01536,RISK_076,SYS02,18 October 2024
ASMT_0018355,REV_2022,U00372,RISK_001,SYS01,15 October 2022
ASMT_0018356,REV_2023,U00372,RISK_001,SYS01,20 October 2023
ASMT_0018357,REV_2024,U00372,RISK_001,SYS01,18 October 2024
ASMT_0018358,REV_2025,U00372,RISK_001,SYS01,22 October 2025
ASMT_0018359,REV_2026,U00372,RISK_001,SYS01,17 October 2026
ASMT_0018360,REV_2022,U00443,RISK_041,SYS02,15 October 2022
ASMT_0018361,REV_2023,U00443,RISK_041,SYS02,20 October 2023
ASMT_0018362,REV_2024,U00443,RISK_041,SYS02,18 October 2024
ASMT_0018363,REV_2025,U00443,RISK_041,SYS02,22 October 2025
ASMT_0018364,REV_2026,U00443,RISK_041,SYS02,17 October 2026
ASMT_0018365,REV_2022,U00559,RISK_096,SYS04,15 October 2022
ASMT_0018366,REV_2023,U00559,RISK_096,SYS04,20 October 2023
ASMT_0018367,REV_2024,U00559,RISK_096,SYS04,18 October 2024
ASMT_0018368,REV_2022,U01541,RISK_064,SYS03,15 October 2022
ASMT_0018369,REV_2026,U01541,RISK_064,SYS03,17 October 2026
ASMT_0018370,REV_2022,U01268,RISK_067,SYS02,15 October 2022
ASMT_0018371,REV_2022,U01635,RISK_054,SYS04,15 October 2022
ASMT_0018372,REV_2024,U01701,RISK_065,SYS01,18 October 2024
ASMT_0018373,REV_2022,U01548,RISK_071,SYS04,15 October 2022
ASMT_0018374,REV_2023,U01548,RISK_071,SYS04,20 October 2023
ASMT_0018375,REV_2024,U01548,RISK_071,SYS04,18 October 2024
ASMT_0018376,REV_2025,U01548,RISK_071,SYS04,22 October 2025
ASMT_0018377,REV_2026,U01548,RISK_071,SYS04,17 October 2026
ASMT_0018378,REV_2024,U00669,RISK_014,SYS04,18 October 2024
ASMT_0018379,REV_2022,U00306,RISK_116,SYS02,15 October 2022
ASMT_0018380,REV_2022,U01728,RISK_039,SYS01,15 October 2022
ASMT_0018381,REV_2024,U01728,RISK_039,SYS01,18 October 2024
ASMT_0018382,REV_2022,U01209,RISK_002,SYS01,15 October 2022
ASMT_0018383,REV_2022,U01123,RISK_016,SYS02,15 October 2022
ASMT_0018384,REV_2022,U00953,RISK_061,SYS01,15 October 2022
ASMT_0018385,REV_2023,U00953,RISK_061,SYS01,20 October 2023
ASMT_0018386,REV_2024,U00953,RISK_061,SYS01,18 October 2024
ASMT_0018387,REV_2025,U00953,RISK_061,SYS01,22 October 2025
ASMT_0018388,REV_2026,U00953,RISK_061,SYS01,17 October 2026
ASMT_0018389,REV_2023,U01467,RISK_044,SYS01,20 October 2023
ASMT_0018390,REV_2024,U01467,RISK_044,SYS01,18 October 2024
ASMT_0018391,REV_2023,U00655,RISK_079,SYS01,20 October 2023
ASMT_0018392,REV_2022,U00832,RISK_104,SYS04,15 October 2022
ASMT_0018393,REV_2023,U00832,RISK_104,SYS04,20 October 2023
ASMT_0018394,REV_2024,U00832,RISK_104,SYS04,18 October 2024
ASMT_0018395,REV_2025,U00832,RISK_104,SYS04,22 October 2025
ASMT_0018396,REV_2026,U00832,RISK_104,SYS04,17 October 2026
ASMT_0018397,REV_2022,U01723,RISK_007,SYS02,15 October 2022
ASMT_0018398,REV_2023,U01723,RISK_007,SYS02,20 October 2023
ASMT_0018399,REV_2022,U00860,RISK_094,SYS02,15 October 2022
ASMT_0018400,REV_2023,U01168,RISK_057,SYS04,20 October 2023
ASMT_0018401,REV_2026,U01461,RISK_027,SYS02,17 October 2026
ASMT_0018402,REV_2023,U01052,RISK_016,SYS01,20 October 2023
ASMT_0018403,REV_2026,U01052,RISK_016,SYS01,17 October 2026
ASMT_0018404,REV_2022,U00159,RISK_105,SYS03,15 October 2022
ASMT_0018405,REV_2023,U01342,RISK_068,SYS01,20 October 2023
ASMT_0018406,REV_2026,U01342,RISK_068,SYS01,17 October 2026
ASMT_0018407,REV_2023,U00030,RISK_102,SYS01,20 October 2023
ASMT_0018408,REV_2023,U01242,RISK_063,SYS01,20 October 2023
ASMT_0018409,REV_2026,U01505,RISK_062,SYS02,17 October 2026
ASMT_0018410,REV_2022,U01195,RISK_051,SYS02,15 October 2022
ASMT_0018411,REV_2023,U01195,RISK_051,SYS02,20 October 2023
ASMT_0018412,REV_2024,U01195,RISK_051,SYS02,18 October 2024
ASMT_0018413,REV_2025,U01195,RISK_051,SYS02,22 October 2025
ASMT_0018414,REV_2026,U01315,RISK_043,SYS02,17 October 2026
ASMT_0018415,REV_2023,U00912,RISK_062,SYS04,20 October 2023
ASMT_0018416,REV_2022,U00108,RISK_012,SYS01,15 October 2022
