AssessmentRecordID,ReviewID,UserID,RiskID,RoleKey
ASMT_0009411,REV_2026,U01703,RISK_091,295
ASMT_0009412,REV_2022,U00107,RISK_113,505
ASMT_0009412,REV_2022,U00107,RISK_113,254
ASMT_0009413,REV_2024,U00097,RISK_114,446
ASMT_0009413,REV_2024,U00097,RISK_114,36
ASMT_0009414,REV_2022,U01531,RISK_061,261
ASMT_0009415,REV_2024,U01531,RISK_061,222
ASMT_0009415,REV_2024,U01531,RISK_061,322
ASMT_0009415,REV_2024,U01531,RISK_061,327
ASMT_0009416,REV_2025,U01531,RISK_061,354
ASMT_0009416,REV_2025,U01531,RISK_061,475
ASMT_0009417,REV_2026,U00955,RISK_033,237
ASMT_0009417,REV_2026,U00955,RISK_033,547
ASMT_0009418,REV_2024,U00446,RISK_076,566
ASMT_0009418,REV_2024,U00446,RISK_076,302
ASMT_0009419,REV_2025,U00358,RISK_101,462
ASMT_0009419,REV_2025,U00358,RISK_101,192
ASMT_0009420,REV_2026,U00358,RISK_101,256
ASMT_0009421,REV_2023,U00921,RISK_009,594
ASMT_0009421,REV_2023,U00921,RISK_009,422
ASMT_0009422,REV_2024,U00921,RISK_009,206
ASMT_0009422,REV_2024,U00921,RISK_009,402
ASMT_0009423,REV_2025,U00921,RISK_009,456
ASMT_0009423,REV_2025,U00921,RISK_009,420
ASMT_0009423,REV_2025,U00921,RISK_009,371
ASMT_0009424,REV_2025,U01535,RISK_102,40
ASMT_0009424,REV_2025,U01535,RISK_102,437
ASMT_0009425,REV_2024,U00094,RISK_104,276
ASMT_0009426,REV_2026,U00094,RISK_104,594
ASMT_0009426,REV_2026,U00094,RISK_104,93
ASMT_0009427,REV_2022,U00155,RISK_061,304
ASMT_0009427,REV_2022,U00155,RISK_061,544
ASMT_0009427,REV_2022,U00155,RISK_061,221
ASMT_0009428,REV_2023,U00155,RISK_061,475
ASMT_0009428,REV_2023,U00155,RISK_061,365
ASMT_0009429,REV_2024,U00155,RISK_061,321
ASMT_0009429,REV_2024,U00155,RISK_061,100
ASMT_0009430,REV_2025,U00155,RISK_061,614
ASMT_0009430,REV_2025,U00155,RISK_061,283
ASMT_0009431,REV_2026,U00155,RISK_061,488
ASMT_0009431,REV_2026,U00155,RISK_061,490
ASMT_0009431,REV_2026,U00155,RISK_061,50
ASMT_0009432,REV_2026,U00178,RISK_086,562
ASMT_0009432,REV_2026,U00178,RISK_086,150
ASMT_0009433,REV_2022,U00805,RISK_001,85
ASMT_0009433,REV_2022,U00805,RISK_001,463
ASMT_0009434,REV_2024,U00805,RISK_001,194
ASMT_0009435,REV_2023,U01133,RISK_088,76
ASMT_0009435,REV_2023,U01133,RISK_088,520
ASMT_0009436,REV_2026,U01133,RISK_088,471
ASMT_0009437,REV_2024,U00033,RISK_069,153
ASMT_0009437,REV_2024,U00033,RISK_069,130
ASMT_0009438,REV_2024,U00884,RISK_045,137
ASMT_0009438,REV_2024,U00884,RISK_045,474
ASMT_0009439,REV_2025,U00190,RISK_023,61
ASMT_0009440,REV_2026,U00470,RISK_048,4
ASMT_0009440,REV_2026,U00470,RISK_048,590
ASMT_0009441,REV_2022,U01196,RISK_057,520
ASMT_0009441,REV_2022,U01196,RISK_057,172
ASMT_0009442,REV_2024,U01222,RISK_042,478
ASMT_0009442,REV_2024,U01222,RISK_042,438
ASMT_0009443,REV_2022,U00175,RISK_091,579
ASMT_0009443,REV_2022,U00175,RISK_091,242
ASMT_0009444,REV_2023,U00175,RISK_091,180
ASMT_0009445,REV_2026,U00175,RISK_091,330
ASMT_0009445,REV_2026,U00175,RISK_091,404
ASMT_0009446,REV_2025,U00439,RISK_087,137
ASMT_0009446,REV_2025,U00439,RISK_087,187
ASMT_0009446,REV_2025,U00439,RISK_087,566
ASMT_0009447,REV_2022,U01020,RISK_108,558
ASMT_0009448,REV_2023,U00841,RISK_064,308
ASMT_0009448,REV_2023,U00841,RISK_064,331
ASMT_0009449,REV_2026,U00841,RISK_064,60
ASMT_0009450,REV_2024,U01079,RISK_053,402
ASMT_0009450,REV_2024,U01079,RISK_053,239
ASMT_0009451,REV_2025,U01304,RISK_086,305
ASMT_0009451,REV_2025,U01304,RISK_086,636
ASMT_0009452,REV_2024,U00485,RISK_023,268
ASMT_0009453,REV_2023,U01535,RISK_002,62
ASMT_0009454,REV_2024,U00067,RISK_109,610
ASMT_0009455,REV_2024,U00912,RISK_103,4
ASMT_0009455,REV_2024,U00912,RISK_103,531
ASMT_0009455,REV_2024,U00912,RISK_103,170
ASMT_0009456,REV_2024,U01772,RISK_093,509
ASMT_0009457,REV_2022,U00036,RISK_076,521
ASMT_0009457,REV_2022,U00036,RISK_076,560
ASMT_0009458,REV_2023,U00036,RISK_076,483
ASMT_0009458,REV_2023,U00036,RISK_076,529
ASMT_0009459,REV_2024,U00036,RISK_076,26
ASMT_0009460,REV_2025,U00036,RISK_076,92
ASMT_0009460,REV_2025,U00036,RISK_076,574
ASMT_0009460,REV_2025,U00036,RISK_076,318
ASMT_0009461,REV_2022,U00302,RISK_081,299
ASMT_0009462,REV_2023,U00302,RISK_081,498
ASMT_0009462,REV_2023,U00302,RISK_081,301
ASMT_0009462,REV_2023,U00302,RISK_081,267
ASMT_0009463,REV_2024,U01257,RISK_035,70
ASMT_0009463,REV_2024,U01257,RISK_035,494
ASMT_0009464,REV_2024,U01585,RISK_043,277
ASMT_0009464,REV_2024,U01585,RISK_043,41
ASMT_0009464,REV_2024,U01585,RISK_043,289
ASMT_0009465,REV_2026,U00054,RISK_107,257
ASMT_0009466,REV_2022,U00993,RISK_023,13
ASMT_0009467,REV_2025,U01658,RISK_065,622
ASMT_0009467,REV_2025,U01658,RISK_065,212
ASMT_0009468,REV_2024,U00587,RISK_063,648
ASMT_0009468,REV_2024,U00587,RISK_063,360
ASMT_0009469,REV_2025,U00027,RISK_114,189
ASMT_0009469,REV_2025,U00027,RISK_114,41
ASMT_0009470,REV_2022,U00248,RISK_111,320
ASMT_0009471,REV_2023,U00248,RISK_111,59
ASMT_0009471,REV_2023,U00248,RISK_111,215
ASMT_0009472,REV_2024,U00248,RISK_111,324
ASMT_0009472,REV_2024,U00248,RISK_111,346
ASMT_0009473,REV_2025,U00248,RISK_111,610
ASMT_0009473,REV_2025,U00248,RISK_111,391
ASMT_0009473,REV_2025,U00248,RISK_111,242
ASMT_0009474,REV_2026,U00248,RISK_111,105
ASMT_0009474,REV_2026,U00248,RISK_111,630
ASMT_0009475,REV_2024,U00986,RISK_083,453
ASMT_0009475,REV_2024,U00986,RISK_083,451
ASMT_0009476,REV_2026,U00986,RISK_083,162
ASMT_0009476,REV_2026,U00986,RISK_083,438
ASMT_0009477,REV_2022,U00944,RISK_033,357
ASMT_0009477,REV_2022,U00944,RISK_033,138
ASMT_0009478,REV_2026,U00944,RISK_033,502
ASMT_0009479,REV_2022,U00138,RISK_003,325
ASMT_0009479,REV_2022,U00138,RISK_003,545
ASMT_0009480,REV_2022,U00017,RISK_110,264
ASMT_0009480,REV_2022,U00017,RISK_110,56
ASMT_0009481,REV_2022,U01020,RISK_090,546
ASMT_0009481,REV_2022,U01020,RISK_090,48
ASMT_0009482,REV_2023,U01020,RISK_090,100
ASMT_0009482,REV_2023,U01020,RISK_090,615
ASMT_0009483,REV_2024,U01020,RISK_090,506
ASMT_0009484,REV_2022,U00271,RISK_060,113
ASMT_0009484,REV_2022,U00271,RISK_060,546
ASMT_0009485,REV_2023,U00271,RISK_060,403
ASMT_0009485,REV_2023,U00271,RISK_060,332
ASMT_0009486,REV_2024,U00271,RISK_060,642
ASMT_0009486,REV_2024,U00271,RISK_060,223
ASMT_0009487,REV_2025,U00271,RISK_060,616
ASMT_0009487,REV_2025,U00271,RISK_060,459
ASMT_0009488,REV_2026,U00271,RISK_060,547
ASMT_0009489,REV_2023,U00552,RISK_040,139
ASMT_0009489,REV_2023,U00552,RISK_040,2
ASMT_0009490,REV_2024,U00552,RISK_040,318
ASMT_0009490,REV_2024,U00552,RISK_040,599
ASMT_0009491,REV_2025,U00552,RISK_040,118
ASMT_0009491,REV_2025,U00552,RISK_040,109
ASMT_0009492,REV_2022,U01546,RISK_011,413
ASMT_0009492,REV_2022,U01546,RISK_011,294
ASMT_0009493,REV_2023,U01546,RISK_011,216
ASMT_0009493,REV_2023,U01546,RISK_011,621
ASMT_0009494,REV_2024,U01546,RISK_011,373
ASMT_0009494,REV_2024,U01546,RISK_011,200
ASMT_0009495,REV_2023,U01599,RISK_036,620
ASMT_0009496,REV_2022,U00823,RISK_036,258
ASMT_0009496,REV_2022,U00823,RISK_036,532
ASMT_0009497,REV_2023,U00823,RISK_036,158
ASMT_0009498,REV_2026,U00823,RISK_036,302
ASMT_0009498,REV_2026,U00823,RISK_036,648
ASMT_0009499,REV_2022,U01050,RISK_116,15
ASMT_0009499,REV_2022,U01050,RISK_116,383
ASMT_0009500,REV_2023,U01050,RISK_116,228
ASMT_0009500,REV_2023,U01050,RISK_116,324
ASMT_0009501,REV_2024,U01050,RISK_116,549
ASMT_0009501,REV_2024,U01050,RISK_116,421
ASMT_0009501,REV_2024,U01050,RISK_116,56
ASMT_0009502,REV_2022,U01361,RISK_081,272
ASMT_0009502,REV_2022,U01361,RISK_081,446
ASMT_0009503,REV_2023,U01361,RISK_081,546
ASMT_0009504,REV_2024,U01361,RISK_081,522
ASMT_0009505,REV_2025,U01361,RISK_081,10
ASMT_0009505,REV_2025,U01361,RISK_081,277
ASMT_0009506,REV_2026,U01361,RISK_081,520
ASMT_0009507,REV_2022,U01545,RISK_016,303
ASMT_0009507,REV_2022,U01545,RISK_016,276
ASMT_0009508,REV_2023,U01545,RISK_016,442
ASMT_0009509,REV_2026,U01545,RISK_016,62
ASMT_0009510,REV_2024,U01583,RISK_026,553
ASMT_0009510,REV_2024,U01583,RISK_026,591
ASMT_0009511,REV_2022,U01679,RISK_095,425
ASMT_0009512,REV_2022,U00338,RISK_001,172
ASMT_0009512,REV_2022,U00338,RISK_001,93
ASMT_0009513,REV_2023,U00338,RISK_001,358
ASMT_0009513,REV_2023,U00338,RISK_001,522
ASMT_0009514,REV_2026,U00338,RISK_001,429
ASMT_0009514,REV_2026,U00338,RISK_001,523
ASMT_0009515,REV_2022,U00227,RISK_116,129
ASMT_0009515,REV_2022,U00227,RISK_116,559
ASMT_0009516,REV_2024,U00227,RISK_116,352
ASMT_0009516,REV_2024,U00227,RISK_116,563
ASMT_0009517,REV_2025,U00227,RISK_116,402
ASMT_0009517,REV_2025,U00227,RISK_116,244
ASMT_0009518,REV_2022,U00470,RISK_036,477
ASMT_0009518,REV_2022,U00470,RISK_036,232
ASMT_0009519,REV_2024,U00470,RISK_036,263
ASMT_0009520,REV_2022,U01202,RISK_036,255
ASMT_0009521,REV_2024,U01202,RISK_036,581
ASMT_0009521,REV_2024,U01202,RISK_036,161
ASMT_0009522,REV_2025,U01202,RISK_036,99
ASMT_0009523,REV_2022,U01414,RISK_056,269
ASMT_0009523,REV_2022,U01414,RISK_056,446
ASMT_0009523,REV_2022,U01414,RISK_056,388
ASMT_0009524,REV_2023,U01414,RISK_056,364
ASMT_0009524,REV_2023,U01414,RISK_056,334
ASMT_0009525,REV_2024,U01414,RISK_056,611
ASMT_0009525,REV_2024,U01414,RISK_056,270
ASMT_0009525,REV_2024,U01414,RISK_056,242
ASMT_0009526,REV_2023,U01236,RISK_055,321
ASMT_0009526,REV_2023,U01236,RISK_055,129
ASMT_0009527,REV_2022,U00533,RISK_011,546
ASMT_0009528,REV_2023,U00533,RISK_011,145
ASMT_0009529,REV_2024,U00533,RISK_011,340
ASMT_0009529,REV_2024,U00533,RISK_011,395
ASMT_0009530,REV_2025,U00533,RISK_011,93
ASMT_0009530,REV_2025,U00533,RISK_011,568
ASMT_0009531,REV_2024,U00065,RISK_049,533
ASMT_0009531,REV_2024,U00065,RISK_049,383
ASMT_0009531,REV_2024,U00065,RISK_049,392
ASMT_0009532,REV_2023,U01315,RISK_096,154
ASMT_0009532,REV_2023,U01315,RISK_096,171
ASMT_0009532,REV_2023,U01315,RISK_096,228
ASMT_0009533,REV_2023,U01532,RISK_055,436
ASMT_0009533,REV_2023,U01532,RISK_055,443
ASMT_0009534,REV_2022,U00295,RISK_056,179
ASMT_0009535,REV_2026,U00295,RISK_056,622
ASMT_0009535,REV_2026,U00295,RISK_056,112
ASMT_0009536,REV_2023,U00901,RISK_116,418
ASMT_0009537,REV_2025,U00901,RISK_116,411
ASMT_0009537,REV_2025,U00901,RISK_116,595
ASMT_0009538,REV_2022,U00150,RISK_071,317
ASMT_0009538,REV_2022,U00150,RISK_071,123
ASMT_0009539,REV_2023,U00150,RISK_071,24
ASMT_0009539,REV_2023,U00150,RISK_071,409
ASMT_0009540,REV_2025,U00150,RISK_071,392
ASMT_0009541,REV_2024,U00391,RISK_072,373
ASMT_0009541,REV_2024,U00391,RISK_072,203
ASMT_0009542,REV_2023,U00802,RISK_078,369
ASMT_0009542,REV_2023,U00802,RISK_078,251
ASMT_0009543,REV_2026,U00802,RISK_078,610
ASMT_0009543,REV_2026,U00802,RISK_078,511
ASMT_0009544,REV_2024,U01183,RISK_037,56
ASMT_0009545,REV_2022,U00369,RISK_097,420
ASMT_0009545,REV_2022,U00369,RISK_097,460
ASMT_0009546,REV_2022,U00038,RISK_116,641
ASMT_0009546,REV_2022,U00038,RISK_116,341
ASMT_0009547,REV_2023,U00038,RISK_116,333
ASMT_0009548,REV_2024,U00038,RISK_116,489
ASMT_0009548,REV_2024,U00038,RISK_116,307
ASMT_0009549,REV_2025,U00038,RISK_116,469
ASMT_0009549,REV_2025,U00038,RISK_116,166
ASMT_0009550,REV_2023,U01401,RISK_016,475
ASMT_0009550,REV_2023,U01401,RISK_016,424
ASMT_0009551,REV_2024,U00334,RISK_073,274
ASMT_0009551,REV_2024,U00334,RISK_073,246
ASMT_0009552,REV_2022,U00579,RISK_114,291
ASMT_0009552,REV_2022,U00579,RISK_114,71
ASMT_0009553,REV_2026,U01510,RISK_003,87
ASMT_0009554,REV_2022,U01392,RISK_088,50
ASMT_0009554,REV_2022,U01392,RISK_088,583
ASMT_0009555,REV_2026,U01392,RISK_088,225
ASMT_0009555,REV_2026,U01392,RISK_088,301
ASMT_0009556,REV_2022,U00885,RISK_008,68
ASMT_0009556,REV_2022,U00885,RISK_008,425
ASMT_0009557,REV_2023,U00885,RISK_008,578
ASMT_0009557,REV_2023,U00885,RISK_008,628
ASMT_0009558,REV_2024,U00885,RISK_008,411
ASMT_0009558,REV_2024,U00885,RISK_008,12
ASMT_0009559,REV_2025,U00885,RISK_008,142
ASMT_0009559,REV_2025,U00885,RISK_008,583
ASMT_0009560,REV_2026,U00885,RISK_008,401
ASMT_0009560,REV_2026,U00885,RISK_008,213
ASMT_0009561,REV_2024,U00842,RISK_082,293
ASMT_0009562,REV_2022,U01381,RISK_043,629
ASMT_0009562,REV_2022,U01381,RISK_043,192
ASMT_0009563,REV_2024,U01291,RISK_055,52
ASMT_0009563,REV_2024,U01291,RISK_055,110
ASMT_0009564,REV_2026,U01299,RISK_004,138
ASMT_0009565,REV_2022,U01642,RISK_016,145
ASMT_0009565,REV_2022,U01642,RISK_016,561
ASMT_0009566,REV_2023,U01642,RISK_016,236
ASMT_0009566,REV_2023,U01642,RISK_016,343
ASMT_0009567,REV_2024,U01642,RISK_016,209
ASMT_0009567,REV_2024,U01642,RISK_016,126
ASMT_0009568,REV_2024,U01584,RISK_064,505
ASMT_0009568,REV_2024,U01584,RISK_064,225
ASMT_0009568,REV_2024,U01584,RISK_064,388
ASMT_0009569,REV_2025,U01584,RISK_064,458
ASMT_0009569,REV_2025,U01584,RISK_064,619
ASMT_0009570,REV_2024,U00661,RISK_048,176
ASMT_0009570,REV_2024,U00661,RISK_048,568
ASMT_0009571,REV_2025,U00661,RISK_048,448
ASMT_0009572,REV_2026,U00661,RISK_048,61
ASMT_0009572,REV_2026,U00661,RISK_048,226
ASMT_0009573,REV_2022,U00614,RISK_120,45
ASMT_0009574,REV_2024,U00614,RISK_120,279
ASMT_0009575,REV_2025,U00614,RISK_120,434
ASMT_0009576,REV_2023,U01378,RISK_065,123
ASMT_0009576,REV_2023,U01378,RISK_065,234
ASMT_0009577,REV_2022,U01058,RISK_050,631
ASMT_0009577,REV_2022,U01058,RISK_050,331
ASMT_0009577,REV_2022,U01058,RISK_050,125
ASMT_0009578,REV_2023,U01058,RISK_050,112
ASMT_0009578,REV_2023,U01058,RISK_050,310
ASMT_0009578,REV_2023,U01058,RISK_050,504
ASMT_0009579,REV_2024,U01058,RISK_050,189
ASMT_0009579,REV_2024,U01058,RISK_050,285
ASMT_0009580,REV_2025,U01058,RISK_050,519
ASMT_0009581,REV_2024,U01335,RISK_063,133
ASMT_0009581,REV_2024,U01335,RISK_063,455
ASMT_0009582,REV_2022,U00776,RISK_104,520
ASMT_0009583,REV_2023,U00776,RISK_104,96
ASMT_0009583,REV_2023,U00776,RISK_104,186
ASMT_0009584,REV_2022,U01799,RISK_104,456
ASMT_0009584,REV_2022,U01799,RISK_104,101
ASMT_0009585,REV_2025,U01799,RISK_104,230
ASMT_0009585,REV_2025,U01799,RISK_104,384
ASMT_0009585,REV_2025,U01799,RISK_104,117
ASMT_0009586,REV_2026,U01799,RISK_104,459
ASMT_0009586,REV_2026,U01799,RISK_104,489
ASMT_0009587,REV_2023,U00487,RISK_074,129
ASMT_0009588,REV_2023,U01774,RISK_030,405
ASMT_0009588,REV_2023,U01774,RISK_030,352
ASMT_0009589,REV_2025,U01774,RISK_030,109
ASMT_0009589,REV_2025,U01774,RISK_030,171
ASMT_0009590,REV_2026,U01774,RISK_030,62
ASMT_0009590,REV_2026,U01774,RISK_030,173
ASMT_0009591,REV_2025,U01511,RISK_114,33
ASMT_0009591,REV_2025,U01511,RISK_114,448
ASMT_0009592,REV_2026,U00741,RISK_103,253
ASMT_0009592,REV_2026,U00741,RISK_103,72
ASMT_0009593,REV_2023,U00237,RISK_036,547
ASMT_0009593,REV_2023,U00237,RISK_036,479
ASMT_0009594,REV_2026,U00237,RISK_036,483
ASMT_0009595,REV_2022,U00385,RISK_106,604
ASMT_0009596,REV_2024,U00385,RISK_106,252
ASMT_0009596,REV_2024,U00385,RISK_106,578
ASMT_0009597,REV_2023,U00003,RISK_060,533
ASMT_0009598,REV_2024,U00003,RISK_060,352
ASMT_0009598,REV_2024,U00003,RISK_060,220
ASMT_0009599,REV_2025,U00003,RISK_060,198
ASMT_0009599,REV_2025,U00003,RISK_060,169
ASMT_0009600,REV_2026,U00003,RISK_060,440
ASMT_0009600,REV_2026,U00003,RISK_060,9
ASMT_0009601,REV_2025,U00417,RISK_068,26
ASMT_0009602,REV_2026,U00417,RISK_068,489
ASMT_0009602,REV_2026,U00417,RISK_068,185
ASMT_0009603,REV_2022,U01051,RISK_001,312
ASMT_0009603,REV_2022,U01051,RISK_001,391
ASMT_0009604,REV_2024,U01051,RISK_001,447
ASMT_0009604,REV_2024,U01051,RISK_001,231
ASMT_0009605,REV_2025,U01051,RISK_001,451
ASMT_0009605,REV_2025,U01051,RISK_001,490
ASMT_0009606,REV_2026,U01051,RISK_001,335
ASMT_0009606,REV_2026,U01051,RISK_001,55
ASMT_0009607,REV_2022,U01758,RISK_110,226
ASMT_0009607,REV_2022,U01758,RISK_110,466
ASMT_0009608,REV_2023,U01758,RISK_110,344
ASMT_0009608,REV_2023,U01758,RISK_110,211
ASMT_0009609,REV_2024,U01758,RISK_110,8
ASMT_0009610,REV_2026,U00054,RISK_107,589
ASMT_0009610,REV_2026,U00054,RISK_107,472
ASMT_0009610,REV_2026,U00054,RISK_107,428
ASMT_0009611,REV_2023,U01206,RISK_062,576
ASMT_0009611,REV_2023,U01206,RISK_062,584
ASMT_0009612,REV_2024,U01206,RISK_062,490
ASMT_0009612,REV_2024,U01206,RISK_062,641
ASMT_0009613,REV_2024,U00213,RISK_105,149
ASMT_0009613,REV_2024,U00213,RISK_105,522
ASMT_0009614,REV_2022,U01302,RISK_082,194
ASMT_0009615,REV_2022,U00416,RISK_016,481
ASMT_0009615,REV_2022,U00416,RISK_016,31
ASMT_0009616,REV_2024,U00416,RISK_016,579
ASMT_0009616,REV_2024,U00416,RISK_016,371
ASMT_0009617,REV_2025,U00416,RISK_016,567
ASMT_0009617,REV_2025,U00416,RISK_016,404
ASMT_0009618,REV_2024,U01461,RISK_066,347
ASMT_0009618,REV_2024,U01461,RISK_066,436
ASMT_0009619,REV_2025,U00313,RISK_119,23
ASMT_0009619,REV_2025,U00313,RISK_119,162
ASMT_0009620,REV_2022,U00565,RISK_062,491
ASMT_0009620,REV_2022,U00565,RISK_062,508
ASMT_0009621,REV_2023,U00507,RISK_003,447
ASMT_0009622,REV_2023,U00928,RISK_087,292
ASMT_0009622,REV_2023,U00928,RISK_087,242
ASMT_0009623,REV_2024,U00928,RISK_087,171
ASMT_0009623,REV_2024,U00928,RISK_087,335
ASMT_0009624,REV_2024,U00117,RISK_002,486
ASMT_0009624,REV_2024,U00117,RISK_002,608
ASMT_0009625,REV_2022,U00650,RISK_042,280
ASMT_0009625,REV_2022,U00650,RISK_042,83
ASMT_0009626,REV_2023,U00650,RISK_042,353
ASMT_0009627,REV_2024,U00650,RISK_042,335
ASMT_0009627,REV_2024,U00650,RISK_042,574
ASMT_0009628,REV_2026,U00650,RISK_042,64
ASMT_0009628,REV_2026,U00650,RISK_042,647
ASMT_0009629,REV_2026,U01364,RISK_076,440
ASMT_0009629,REV_2026,U01364,RISK_076,145
ASMT_0009630,REV_2022,U00262,RISK_056,1
ASMT_0009631,REV_2023,U00262,RISK_056,464
ASMT_0009631,REV_2023,U00262,RISK_056,284
ASMT_0009632,REV_2024,U00262,RISK_056,198
ASMT_0009633,REV_2026,U00262,RISK_056,326
ASMT_0009634,REV_2022,U00630,RISK_040,194
ASMT_0009634,REV_2022,U00630,RISK_040,552
ASMT_0009635,REV_2023,U00630,RISK_040,403
ASMT_0009636,REV_2024,U00630,RISK_040,377
ASMT_0009636,REV_2024,U00630,RISK_040,400
ASMT_0009637,REV_2025,U00630,RISK_040,587
ASMT_0009637,REV_2025,U00630,RISK_040,439
ASMT_0009638,REV_2026,U00630,RISK_040,630
ASMT_0009639,REV_2024,U01679,RISK_085,335
ASMT_0009639,REV_2024,U01679,RISK_085,350
ASMT_0009640,REV_2023,U01168,RISK_037,96
ASMT_0009641,REV_2025,U01168,RISK_037,542
ASMT_0009641,REV_2025,U01168,RISK_037,225
ASMT_0009642,REV_2026,U01168,RISK_037,210
ASMT_0009642,REV_2026,U01168,RISK_037,123
ASMT_0009643,REV_2022,U01764,RISK_033,354
ASMT_0009643,REV_2022,U01764,RISK_033,600
ASMT_0009644,REV_2022,U01639,RISK_101,288
ASMT_0009644,REV_2022,U01639,RISK_101,514
ASMT_0009645,REV_2025,U01639,RISK_101,512
ASMT_0009645,REV_2025,U01639,RISK_101,30
ASMT_0009646,REV_2026,U01639,RISK_101,556
ASMT_0009646,REV_2026,U01639,RISK_101,434
ASMT_0009647,REV_2024,U01654,RISK_109,107
ASMT_0009647,REV_2024,U01654,RISK_109,392
ASMT_0009648,REV_2024,U00825,RISK_049,454
ASMT_0009648,REV_2024,U00825,RISK_049,59
ASMT_0009649,REV_2023,U00436,RISK_002,135
ASMT_0009649,REV_2023,U00436,RISK_002,631
ASMT_0009650,REV_2023,U01552,RISK_001,493
ASMT_0009650,REV_2023,U01552,RISK_001,204
ASMT_0009651,REV_2025,U01552,RISK_001,140
ASMT_0009652,REV_2022,U00765,RISK_081,19
ASMT_0009653,REV_2023,U00765,RISK_081,173
ASMT_0009653,REV_2023,U00765,RISK_081,602
ASMT_0009654,REV_2024,U01634,RISK_078,315
ASMT_0009655,REV_2022,U01621,RISK_036,633
ASMT_0009655,REV_2022,U01621,RISK_036,584
ASMT_0009656,REV_2023,U01621,RISK_036,280
ASMT_0009656,REV_2023,U01621,RISK_036,8
ASMT_0009657,REV_2024,U01621,RISK_036,60
ASMT_0009657,REV_2024,U01621,RISK_036,250
ASMT_0009657,REV_2024,U01621,RISK_036,254
ASMT_0009658,REV_2024,U00115,RISK_083,194
ASMT_0009658,REV_2024,U00115,RISK_083,310
ASMT_0009659,REV_2022,U01711,RISK_094,10
ASMT_0009660,REV_2022,U01547,RISK_051,47
ASMT_0009660,REV_2022,U01547,RISK_051,508
ASMT_0009661,REV_2023,U01547,RISK_051,168
ASMT_0009661,REV_2023,U01547,RISK_051,4
ASMT_0009662,REV_2024,U01547,RISK_051,464
ASMT_0009662,REV_2024,U01547,RISK_051,217
ASMT_0009663,REV_2025,U01547,RISK_051,398
ASMT_0009663,REV_2025,U01547,RISK_051,487
ASMT_0009664,REV_2026,U01547,RISK_051,579
ASMT_0009664,REV_2026,U01547,RISK_051,645
ASMT_0009665,REV_2022,U00344,RISK_040,245
ASMT_0009665,REV_2022,U00344,RISK_040,546
ASMT_0009666,REV_2024,U00344,RISK_040,625
ASMT_0009666,REV_2024,U00344,RISK_040,592
ASMT_0009666,REV_2024,U00344,RISK_040,233
ASMT_0009667,REV_2022,U01563,RISK_062,495
ASMT_0009667,REV_2022,U01563,RISK_062,79
ASMT_0009668,REV_2023,U01571,RISK_016,214
ASMT_0009668,REV_2023,U01571,RISK_016,492
ASMT_0009669,REV_2025,U01571,RISK_016,186
ASMT_0009669,REV_2025,U01571,RISK_016,285
ASMT_0009670,REV_2022,U01149,RISK_102,363
ASMT_0009670,REV_2022,U01149,RISK_102,471
ASMT_0009670,REV_2022,U01149,RISK_102,157
ASMT_0009671,REV_2022,U00338,RISK_063,156
ASMT_0009671,REV_2022,U00338,RISK_063,94
ASMT_0009672,REV_2023,U00338,RISK_063,339
ASMT_0009673,REV_2024,U00338,RISK_063,266
ASMT_0009674,REV_2025,U00294,RISK_046,385
ASMT_0009674,REV_2025,U00294,RISK_046,409
ASMT_0009675,REV_2022,U01110,RISK_081,574
ASMT_0009675,REV_2022,U01110,RISK_081,353
ASMT_0009676,REV_2023,U01110,RISK_081,535
ASMT_0009676,REV_2023,U01110,RISK_081,567
ASMT_0009677,REV_2024,U01110,RISK_081,10
ASMT_0009677,REV_2024,U01110,RISK_081,2
ASMT_0009678,REV_2022,U01566,RISK_116,553
ASMT_0009678,REV_2022,U01566,RISK_116,544
ASMT_0009679,REV_2025,U01566,RISK_116,463
ASMT_0009679,REV_2025,U01566,RISK_116,308
ASMT_0009680,REV_2025,U01729,RISK_064,641
ASMT_0009680,REV_2025,U01729,RISK_064,573
ASMT_0009681,REV_2025,U00335,RISK_108,330
ASMT_0009681,REV_2025,U00335,RISK_108,450
ASMT_0009682,REV_2023,U01520,RISK_007,204
ASMT_0009683,REV_2024,U01520,RISK_007,551
ASMT_0009683,REV_2024,U01520,RISK_007,397
ASMT_0009684,REV_2024,U00650,RISK_079,437
ASMT_0009684,REV_2024,U00650,RISK_079,108
ASMT_0009685,REV_2023,U00919,RISK_053,579
ASMT_0009685,REV_2023,U00919,RISK_053,346
ASMT_0009686,REV_2022,U01054,RISK_091,520
ASMT_0009686,REV_2022,U01054,RISK_091,329
ASMT_0009687,REV_2023,U01054,RISK_091,366
ASMT_0009687,REV_2023,U01054,RISK_091,533
ASMT_0009688,REV_2024,U01054,RISK_091,537
ASMT_0009689,REV_2025,U01054,RISK_091,490
ASMT_0009689,REV_2025,U01054,RISK_091,210
ASMT_0009690,REV_2026,U01054,RISK_091,428
ASMT_0009691,REV_2022,U00827,RISK_006,270
ASMT_0009691,REV_2022,U00827,RISK_006,147
ASMT_0009692,REV_2026,U01763,RISK_094,157
ASMT_0009692,REV_2026,U01763,RISK_094,10
ASMT_0009693,REV_2022,U00240,RISK_008,518
ASMT_0009693,REV_2022,U00240,RISK_008,211
ASMT_0009694,REV_2023,U01564,RISK_058,334
